,year,city,gradeScore,sellingCondition,marketplacePrice,mileage,Transmission,make,model
329,2018,Lagos,5.0,foreign,12115000,46676,Automatic,Honda,Accord
330,2007,Lagos,4.699999809265137,foreign,5735000,205040,Automatic,Mercedes-Benz,GL 450
331,2012,Lagos,4.699999809265137,foreign,3975000,102502,Automatic,Toyota,Corolla
332,2004,Lagos,4.800000190734863,foreign,3645000,96386,Automatic,Lexus,RX 300
333,2016,Lagos,4.900000095367432,local,1855000,68901,Automatic,GAC,Gonow Other
334,2003,Lagos,4.199999809265137,local,1280000,280280,Automatic,Toyota,Camry
335,2019,Lagos,5.0,foreign,26965000,6325,Automatic,Lexus,RX 350
336,2009,Lagos,4.599999904632568,foreign,6395000,123885,Automatic,Toyota,Venza
337,2017,Lagos,4.900000095367432,foreign,35215000,11465,Automatic,Lexus,GX 460
338,2018,Lagos,5.0,foreign,39615000,29223,Automatic,Lexus,GX 460
339,2018,Lagos,4.900000095367432,foreign,18715000,34275,Automatic,Toyota,Camry
340,2018,Lagos,5.0,foreign,52815000,24873,Automatic,Lexus,LX 570
341,2016,Lagos,4.900000095367432,foreign,16515000,73923,Automatic,Toyota,4-Runner
342,2017,Lagos,5.0,foreign,18715000,52475,Automatic,Mercedes-Benz,E 300
343,2008,Lagos,5.0,local,12115000,151511,Automatic,Toyota,Land Cruiser
344,2013,Lagos,5.0,foreign,4690000,157852,Automatic,Ford,Escape
345,2004,Lagos,4.800000190734863,foreign,1970000,139970,Automatic,Toyota,Camry
346,2004,Lagos,4.900000095367432,foreign,1970000,436963,Automatic,Toyota,Camry
347,2011,Lagos,5.0,foreign,3350000,217840,Automatic,Toyota,Corolla
348,2011,Lagos,5.0,foreign,3350000,45353,Automatic,Toyota,Corolla
349,2018,Lagos,5.0,foreign,11015000,34556,Automatic,Toyota,Camry
350,2015,Lagos,4.900000095367432,foreign,8815000,47876,Automatic,Toyota,Venza
351,2008,Lagos,4.800000190734863,foreign,2545000,255284,Automatic,Honda,Accord
352,2017,Lagos,4.900000095367432,new,52815000,16,Automatic,Toyota,Land Cruiser
353,2018,Lagos,5.0,foreign,36315000,2028,Automatic,Toyota,Land Cruiser
354,2011,Lagos,4.800000190734863,foreign,3350000,113229,Automatic,Toyota,Corolla
355,2015,Lagos,4.900000095367432,foreign,11015000,51471,Automatic,Chevrolet,Camaro
356,2018,Lagos,4.800000190734863,foreign,16515000,6370,Automatic,Ford,Explorer
357,2010,Lagos,4.900000095367432,foreign,3120000,143065,Automatic,Toyota,Corolla
358,2014,Lagos,4.900000095367432,foreign,34115000,133796,Automatic,Land,Rover Range Rover
359,2011,Lagos,4.900000095367432,foreign,6065000,93266,Automatic,Toyota,Sienna
360,2014,Lagos,4.900000095367432,local,5515000,57067,Automatic,BMW,528
361,2012,Lagos,4.300000190734863,local,1740000,136968,Automatic,Kia,Cerato
362,2007,Lagos,4.800000190734863,local,2200000,99125,Automatic,Toyota,Camry
363,2016,Lagos,4.900000095367432,foreign,10795000,36295,Automatic,Toyota,RAV 4
364,2016,Lagos,4.900000095367432,foreign,17615000,50790,Automatic,Lexus,RX 350
365,2000,Lagos,3.700000047683716,local,820000,32292,Automatic,Toyota,Sienna
366,2012,Lagos,4.900000095367432,local,2545000,67393,Automatic,Hyundai,Tucson
367,2018,Lagos,5.0,foreign,20915000,2775,Automatic,Mercedes-Benz,GLC 300
368,2018,Lagos,4.900000095367432,foreign,14865000,2626,Automatic,Toyota,Camry
369,2007,Lagos,5.0,foreign,4415000,18094,Automatic,Mercedes-Benz,ML 350
370,2016,Lagos,5.0,foreign,7165000,28890,Automatic,Honda,Accord
371,2011,Lagos,4.699999809265137,foreign,7715000,195775,Automatic,Toyota,Venza
372,2008,Lagos,4.599999904632568,foreign,3465000,234957,Automatic,Ford,Escape
373,2018,Lagos,5.0,foreign,14865000,24502,Automatic,Honda,Accord
374,2008,Lagos,4.800000190734863,foreign,3235000,106071,Automatic,Toyota,Sienna
375,2020,Lagos,5.0,new,165015008,467,Automatic,BMW,730
376,2005,Lagos,4.599999904632568,foreign,2257500,188971,Automatic,Mazda,Tribute
377,2008,Lagos,4.300000190734863,local,1740000,171150,Automatic,Toyota,Corolla
378,2014,Lagos,4.900000095367432,foreign,9365000,56084,Automatic,Toyota,Venza
379,2008,Lagos,4.800000190734863,foreign,6065000,12848,Automatic,Mitsubishi,Pajero
380,2006,Lagos,5.0,foreign,2200000,344501,Automatic,Toyota,Yaris
381,2018,Lagos,4.800000190734863,foreign,15965000,43989,Automatic,Toyota,Camry
382,2015,Lagos,4.900000095367432,foreign,13215000,32161,Automatic,Mercedes-Benz,GLA 250
383,2018,Lagos,5.0,foreign,15965000,17053,Automatic,Toyota,Highlander
384,2014,Lagos,4.800000190734863,foreign,17615000,37944,Automatic,Land,Rover Range Rover
385,2018,Lagos,4.900000095367432,foreign,15965000,40860,Automatic,Toyota,Camry
386,2004,Lagos,4.699999809265137,foreign,1740000,109160,Automatic,Honda,CR-V
387,2009,Lagos,5.0,foreign,5405000,232069,Automatic,Toyota,Venza
388,2014,Lagos,4.699999809265137,foreign,13765000,10000,Automatic,Mercedes-Benz,E 350
389,2016,Lagos,4.699999809265137,foreign,6615000,36958,Automatic,Honda,Accord
390,2010,Lagos,4.800000190734863,foreign,3005000,14115,Automatic,Toyota,Corolla
391,2015,Lagos,4.5,foreign,9365000,23330,Automatic,Lexus,RX 350
392,2016,Lagos,4.800000190734863,foreign,45115000,30194,Automatic,Porsche,Cayenne
393,2017,Lagos,4.900000095367432,foreign,20915000,4478,Automatic,Mercedes-Benz,C 180
394,2013,Lagos,4.900000095367432,foreign,4965000,105823,Automatic,Toyota,Camry
395,2018,Lagos,5.0,foreign,14865000,23426,Automatic,Honda,Accord
396,2014,Lagos,4.900000095367432,foreign,4415000,97597,Automatic,Nissan,Sentra
397,2013,Lagos,4.800000190734863,foreign,4085000,87176,Automatic,Toyota,Camry
398,2011,Lagos,4.900000095367432,foreign,7715000,142724,Automatic,Toyota,Venza
399,2020,Lagos,5.0,new,71515000,47,Automatic,Toyota,Land Cruiser
400,2018,Lagos,5.0,foreign,35215000,13045,Automatic,Infiniti,QX80
401,2017,Lagos,4.800000190734863,foreign,46215000,57810,Automatic,Lexus,LX 570
402,2014,Lagos ,4.900000095367432,foreign,6065000,103666,Automatic,Toyota,Corolla
403,2013,Lagos,4.900000095367432,foreign,8375000,122397,Automatic,Toyota,RAV 4
404,2013,Lagos,4.699999809265137,foreign,4525000,50294,Automatic,Honda,Crosstour
405,2017,Lagos,4.900000095367432,foreign,45115000,54453,Automatic,Toyota,Land Cruiser
406,2015,Lagos,4.800000190734863,foreign,6065000,61029,Automatic,MINI,Cooper Coupé
407,2004,Ogun,4.800000190734863,local,1625000,113115,Automatic,Nissan,Xterra
408,2011,Abia ,4.800000190734863,local,1107500,107576,Automatic,Ford,Focus
409,2007,Ogun,4.800000190734863,local,2027500,174865,Automatic,Volvo,XC90
410,2012,Lagos,4.400000095367432,foreign,4525000,89538,Automatic,Toyota,Camry
411,2004,Lagos,4.599999904632568,local,1510000,118608,Automatic,Hyundai,Sonata
412,2002,Lagos,4.400000095367432,local,2890000,234069,Automatic,Toyota,4-Runner
413,2008,Lagos ,4.699999809265137,foreign,2315000,322649,Automatic,Ford,Escape
414,2004,Lagos,4.800000190734863,local,302500,220545,Automatic,Peugeot,206
415,2015,Lagos,4.800000190734863,local,7165000,38643,Automatic,Lexus,ES 350
416,2013,Lagos,4.699999809265137,local,12665000,56949,Automatic,Toyota,Land Cruiser
417,2011,Lagos,4.900000095367432,foreign,3465000,113033,Automatic,Toyota,Corolla
418,2020,Lagos,5.0,new,23115000,51,Automatic,Toyota,Hilux
419,2019,Lagos,5.0,new,40715000,46,Automatic,Toyota,Land Cruiser
420,2016,Lagos,4.900000095367432,foreign,22015000,40734,Automatic,Lexus,GX 460
421,2019,Lagos,5.0,new,38515000,815,Automatic,Infiniti,QX80
422,2012,Lagos,4.599999904632568,foreign,4415000,84194,Automatic,Toyota,Camry
423,2014,Lagos,4.800000190734863,foreign,4855000,55213,Automatic,Toyota,Camry
424,2008,Lagos,4.400000095367432,foreign,1165000,398564,Automatic,Peugeot,307
425,2006,Lagos,4.900000095367432,foreign,3975000,51494,Automatic,Mercedes-Benz,CLS 500
426,2004,Lagos,4.5,foreign,4195000,80235,Automatic,Lexus,RX 330
427,2011,Lagos,4.800000190734863,foreign,3235000,92991,Automatic,Toyota,Camry
428,2011,Lagos,4.800000190734863,foreign,3755000,78544,Automatic,Toyota,Corolla
429,2011,Lagos,4.900000095367432,foreign,3235000,67311,Automatic,Toyota,Corolla
430,2007,Lagos ,5.0,foreign,30815000,24449,Automatic,Bentley,Arnage
431,2014,Lagos,4.900000095367432,foreign,5405000,72519,Automatic,Toyota,Camry
432,2019,Lagos,5.0,new,35215000,1355,Automatic,Toyota,Highlander
433,2019,Lagos ,5.0,new,27515000,80,Automatic,Toyota,Camry
434,2016,Lagos ,5.0,foreign,14315000,18277,Automatic,Toyota,RAV 4
435,2020,Lagos,5.0,new,22015000,38,Automatic,Toyota,Hilux
436,2000,Lagos,4.800000190734863,local,1740000,232556,Automatic,Lexus,RX 300
437,2007,Lagos,4.699999809265137,foreign,2660000,140285,Automatic,Toyota,Camry
438,2014,Lagos,4.800000190734863,foreign,6065000,84310,Automatic,Toyota,Camry
439,2016,Lagos,5.0,foreign,13765000,15904,Automatic,Mercedes-Benz,250
440,2007,Ogun,5.0,foreign,3535000,118276,Automatic,Lexus,ES 350
441,2011,Lagos,4.900000095367432,foreign,2660000,0,Automatic,Toyota,Camry
442,2006,Lagos,5.0,foreign,3975000,0,Automatic,Lexus,GS 430
443,2011,Lagos,5.0,foreign,3755000,0,Automatic,Toyota,Matrix
444,2003,Lagos,4.900000095367432,foreign,2085000,0,Automatic,Toyota,Corolla
445,2010,Lagos,4.900000095367432,foreign,3407500,0,Automatic,Toyota,Camry
446,2006,Lagos,4.5,foreign,3465000,207762,Automatic,Ford,F 150
447,2001,Lagos,4.699999809265137,foreign,2890000,248501,Automatic,Mercedes-Benz,ML 430
448,2014,Lagos,4.800000190734863,local,22015000,82,Automatic,Land,Rover Range Rover
449,2011,Lagos,5.0,local,165015008,16069,Automatic,Rolls-Royce,Ghost
450,2006,Lagos,4.599999904632568,foreign,2545000,93156,Automatic,Toyota,Avalon
451,2008,Lagos,4.800000190734863,foreign,4415000,177162,Automatic,Toyota,Highlander
452,2010,Lagos,5.0,foreign,3535000,232727,Automatic,Volkswagen,Tiguan
453,2009,Lagos,4.699999809265137,local,2027500,266244,Automatic,Toyota,Camry
454,2001,Lagos,4.800000190734863,foreign,2775000,132217,Automatic,Toyota,Highlander
455,2012,Lagos,4.900000095367432,foreign,3975000,87721,Automatic,Toyota,Corolla
456,2015,Lagos,4.900000095367432,foreign,30815000,77968,Automatic,Land,Rover Range Rover
457,2016,Lagos,4.900000095367432,foreign,31915000,77805,Automatic,Land,Rover Range Rover
458,1996,Lagos,4.400000095367432,local,475000,247731,Automatic,Honda,Accord
459,2016,Lagos,4.900000095367432,foreign,15415000,20212,Automatic,Toyota,Hilux
460,2014,Lagos,4.900000095367432,foreign,3865000,81011,Automatic,Hyundai,Sonata
461,2000,Lagos,4.099999904632568,local,417500,199621,Automatic,Honda,Accord
462,2016,Lagos,4.900000095367432,local,4305000,35356,Automatic,Hyundai,Elantra
463,2013,Lagos,4.900000095367432,foreign,7165000,93965,Automatic,Toyota,RAV 4
464,2016,Lagos,4.900000095367432,foreign,6615000,10319,Automatic,Toyota,Corolla
465,2010,Lagos,4.900000095367432,foreign,3865000,92559,Automatic,Toyota,Corolla
466,2013,Lagos,5.0,foreign,6065000,73011,Automatic,Kia,Optima
467,2008,Lagos,4.699999809265137,foreign,5515000,160427,Automatic,Lexus,RX 350
468,2013,Lagos,4.699999809265137,foreign,6065000,82547,Automatic,Honda,Accord
469,2015,Lagos,5.0,foreign,9365000,76472,Automatic,Toyota,Avalon
470,2019,Lagos,5.0,foreign,28615000,14941,Automatic,Chevrolet,Camaro
471,2009,Lagos,5.0,foreign,3865000,117332,Automatic,Toyota,Corolla
472,2007,Lagos,4.800000190734863,local,3235000,152549,Automatic,Lexus,RX 350
473,2006,Lagos,4.900000095367432,foreign,3350000,102635,Automatic,Toyota,Highlander
474,2005,Lagos,4.699999809265137,local,28615000,266244,Automatic,Lexus,RX 330
475,2017,Lagos ,5.0,foreign,49515000,19479,Automatic,Lexus,LX 570
476,2010,Lagos ,4.800000190734863,foreign,7715000,205240,Automatic,Toyota,Hiace
477,2005,Lagos,4.900000095367432,foreign,2200000,132217,Automatic,Toyota,Camry
478,2016,Lagos,5.0,foreign,29715000,3568,Automatic,Mercedes-Benz,C 450 AMG
479,2006,Lagos,4.699999809265137,foreign,3120000,184339,Automatic,Ford,F 150
480,2014,Lagos,5.0,foreign,25865000,49293,Automatic,Land,Rover Range Rover Sport
481,2010,Lagos,4.900000095367432,foreign,7715000,171534,Automatic,Lexus,RX 350
482,2014,Lagos,5.0,local,11015000,13635,Automatic,BMW,535
483,2008,Lagos,4.800000190734863,foreign,2890000,197520,Automatic,Hyundai,Santa Fe
484,2018,Lagos,5.0,foreign,52815000,20423,Automatic,Lexus,LX 570
485,2015,Lagos,5.0,local,9805000,82220,Automatic,Ford,Explorer
486,2016,Lagos,5.0,foreign,55015000,35064,Automatic,Land,Rover Range Rover
487,2017,Lagos ,5.0,foreign,47315000,27102,Automatic,Lexus,LX 570
488,2018,Lagos,4.900000095367432,foreign,52815000,25141,Automatic,Lexus,LX 570
489,2017,Lagos,5.0,foreign,30265000,49262,Automatic,Porsche,Macan
490,2016,Lagos,4.900000095367432,foreign,19265000,52241,Automatic,Lexus,RX 350
491,2015,Lagos,5.0,foreign,18165000,7690,Automatic,Mercedes-Benz,C 63 AMG
492,2012,Lagos,5.0,foreign,10795000,144318,Automatic,Mercedes-Benz,ML 350
493,2005,Lagos,4.300000190734863,local,1222500,164560,Automatic,Toyota,Corolla
494,2014,Lagos,4.800000190734863,foreign,12665000,78993,Automatic,Mercedes-Benz,E 350
495,2009,Ogun,4.199999809265137,local,1280000,103080,Automatic,Kia,Optima
496,2015,Lagos,4.800000190734863,foreign,17065000,52421,Automatic,Toyota,4-Runner
497,2019,Lagos,5.0,foreign,60515000,6023,Automatic,Lexus,LX 570
498,2010,Lagos,5.0,foreign,4085000,137118,Automatic,Toyota,RAV 4
499,2009,Lagos,4.900000095367432,foreign,3235000,99152,Automatic,Toyota,Sienna
500,2019,Lagos,5.0,foreign,15415000,6005,Automatic,Volkswagen,Passat
501,2018,Lagos,5.0,new,27515000,110,Automatic,Lexus,ES 350
502,2006,Ogun,4.5,foreign,5185000,89761,Automatic,Toyota,Tacoma
503,2000,Ogun ,4.599999904632568,local,532500,330910,Automatic,Honda,Odyssey
504,2010,Ogun,4.800000190734863,local,2545000,88306,Automatic,Honda,Accord
505,2005,Ogun,4.900000095367432,foreign,3235000,71909,Automatic,Toyota,Highlander
506,2009,Lagos,4.900000095367432,local,3120000,143097,Automatic,Lexus,IS 250
507,2010,Ogun ,4.800000190734863,foreign,4195000,94653,Automatic,Chevrolet,Traverse
508,2018,Lagos,5.0,new,57215000,446,Automatic,Lexus,LS 500
509,2007,Ogun,5.0,foreign,2775000,157288,Automatic,Volvo,S80
510,2014,Lagos,4.900000095367432,foreign,4965000,159486,Automatic,Hyundai,Elantra
511,2012,Lagos,4.900000095367432,foreign,13215000,87501,Automatic,Mercedes-Benz,S 550
512,2016,Lagos,4.900000095367432,foreign,22015000,53509,Automatic,Mercedes-Benz,GLE 400
513,2018,Lagos,5.0,foreign,52815000,23568,Automatic,Lexus,LX 570
514,2018,Lagos,5.0,foreign,24765000,45133,Automatic,Mercedes-Benz,200
515,2018,Lagos,5.0,foreign,52815000,20921,Automatic,Lexus,LX 570
516,2018,Lagos,5.0,foreign,30265000,15013,Automatic,Lexus,RX 350
517,2012,Lagos,5.0,foreign,93515000,11950,Automatic,Rolls-Royce,Ghost
518,2015,Lagos,5.0,foreign,12115000,45104,Automatic,Lexus,RX 350
519,2010,Lagos ,4.900000095367432,foreign,13215000,949469,Automatic,Lexus,GX 460
520,2011,Ogun,4.599999904632568,foreign,5625000,124097,Automatic,Ford,Edge
521,2007,Ogun,3.9000000953674316,local,2890000,69387,Automatic,Mercedes-Benz,ML 350
522,2016,Lagos,4.300000190734863,local,9915000,51645,Automatic,Acura,MDX
523,2018,Lagos,5.0,new,60515000,128,Automatic,Land,Rover Range Rover
524,2018,Lagos,4.900000095367432,foreign,23115000,52866,Automatic,Mercedes-Benz,C 300
525,2009,Lagos,4.900000095367432,foreign,3120000,158580,Automatic,Toyota,Camry
526,2010,Lagos,4.900000095367432,foreign,6945000,87656,Automatic,Mercedes-Benz,GLK 350
527,2006,Lagos,4.699999809265137,foreign,3865000,171617,Automatic,Mercedes-Benz,ML 350
528,2003,Lagos,4.800000190734863,foreign,2660000,97997,Automatic,Lexus,RX 300
529,2006,Lagos ,4.599999904632568,foreign,2200000,89539,Automatic,Volkswagen,Jetta
530,2008,Lagos,4.900000095367432,foreign,3755000,127046,Automatic,Mercedes-Benz,300
531,2013,Lagos,5.0,foreign,7495000,201448,Automatic,Toyota,Avalon
532,2001,Lagos,4.599999904632568,local,699250,178607,Automatic,Ford,Mondeo
533,2012,Lagos,4.699999809265137,local,2315000,55620,Automatic,Kia,Sorento
534,2016,Lagos,4.900000095367432,foreign,13215000,60972,Automatic,Mercedes-Benz,C 300
535,2011,Lagos,4.699999809265137,foreign,8265000,143574,Automatic,Mercedes-Benz,E 300
536,2014,Lagos,4.900000095367432,foreign,6065000,113085,Automatic,Toyota,Corolla
537,2006,Lagos,4.599999904632568,foreign,5515000,209568,Automatic,Mercedes-Benz,GL 450
538,2008,Lagos,4.800000190734863,foreign,2545000,186877,Automatic,Honda,Accord
539,2006,Lagos,4.699999809265137,foreign,4415000,140108,Automatic,Lexus,RX 330
540,2013,Lagos,4.699999809265137,foreign,7715000,178766,Automatic,Toyota,RAV 4
541,2005,Lagos,4.599999904632568,foreign,3535000,225602,Automatic,Toyota,Highlander
542,1996,Lagos,2.700000047683716,local,1165000,119294,Automatic,Toyota,Dyna
543,2015,Lagos,4.900000095367432,foreign,11015000,23821,Automatic,Chevrolet,Camaro
544,2013,Lagos,4.900000095367432,foreign,9365000,91144,Automatic,Lexus,RX 350
545,2007,Lagos,5.0,foreign,3465000,118464,Automatic,Toyota,RAV 4
546,2018,Lagos,5.0,foreign,13215000,15427,Automatic,Toyota,C-HR
547,2012,Lagos,4.800000190734863,foreign,4525000,142762,Automatic,Toyota,Camry
548,2013,Lagos,4.900000095367432,foreign,7165000,93999,Automatic,Toyota,RAV 4
549,2010,Lagos,4.900000095367432,foreign,5845000,233837,Automatic,Toyota,Highlander
550,2016,Lagos,4.900000095367432,foreign,9915000,48756,Automatic,Toyota,RAV 4
551,2012,Lagos ,4.900000095367432,foreign,7165000,78478,Automatic,Mercedes-Benz,350
552,2011,Lagos ,4.800000190734863,foreign,4635000,289095,Automatic,Toyota,Sienna
553,2008,Lagos ,4.599999904632568,foreign,1970000,178796,Automatic,Honda,Civic
554,1999,Lagos,4.800000190734863,foreign,1452500,184860,Automatic,Toyota,Corolla
555,2012,Lagos ,4.900000095367432,foreign,11235000,104432,Automatic,Toyota,4-Runner
556,2011,Lagos ,4.900000095367432,foreign,3535000,68568,Automatic,Toyota,Corolla
557,2013,Lagos,4.900000095367432,foreign,7165000,162396,Automatic,Toyota,RAV 4
558,2005,Lagos,4.699999809265137,foreign,3235000,147308,Automatic,Toyota,Highlander
559,2011,Lagos,4.800000190734863,foreign,3865000,125748,Automatic,Toyota,Corolla
560,2015,Lagos,5.0,foreign,5735000,89849,Automatic,Hyundai,Sonata
561,2010,Arepo ogun state ,4.900000095367432,foreign,3177500,132676,Automatic,Toyota,Corolla
562,2018,Lagos ,4.800000190734863,foreign,14315000,15596,Automatic,Honda,Accord
563,2007,Ogun ,5.0,foreign,2775000,64447,Automatic,Mitsubishi,Eclipse
564,2007,"Arepo, Ogun state",4.300000190734863,foreign,3177500,163038,Automatic,Toyota,RAV 4
565,2008,Lagos ,4.400000095367432,foreign,4525000,235960,Automatic,Volkswagen,Touareg
566,2016,Lagos ,4.900000095367432,foreign,6065000,99768,Automatic,Honda,Accord
567,2010,Lagos ,5.0,foreign,3062500,111391,Automatic,Toyota,Corolla
568,2013,Lagos ,4.900000095367432,local,3235000,70364,Automatic,Ford,Edge
569,2015,Lagos ,4.900000095367432,foreign,6065000,120846,Automatic,Toyota,Corolla
570,2015,Lagos ,4.900000095367432,foreign,5845000,83686,Automatic,Toyota,Corolla
571,2012,Lagos ,4.699999809265137,foreign,4140000,248462,Automatic,Toyota,Camry
572,2016,Lagos ,4.900000095367432,foreign,10465000,95476,Automatic,Toyota,Highlander
573,2013,Lagos ,4.900000095367432,foreign,4305000,100329,Automatic,Hyundai,Sonata
574,2015,Lagos ,4.800000190734863,foreign,5515000,29489,Automatic,Toyota,Corolla
575,2016,Lagos ,4.900000095367432,foreign,19815000,30553,Automatic,Mercedes-Benz,CLA 45 AMG
576,2017,Lagos ,5.0,foreign,22015000,28600,Automatic,Mercedes-Benz,C 180
577,2011,Lagos ,5.0,foreign,7715000,244228,Automatic,Toyota,Venza
578,2010,Lagos ,4.699999809265137,foreign,2315000,205539,Automatic,Honda,Insight
579,2009,Lagos ,4.900000095367432,foreign,2890000,189865,Automatic,Pontiac,Vibe
580,2009,Lagos ,4.800000190734863,foreign,2315000,1775588,Automatic,Ford,Fusion
581,2009,Lagos ,4.699999809265137,foreign,6615000,72075,Automatic,Toyota,Highlander
582,2011,Lagos ,4.800000190734863,foreign,3425000,147386,Automatic,Hyundai,Sonata
583,2016,Lagos ,4.900000095367432,foreign,6615000,16342,Automatic,Toyota,Corolla
584,2009,Lagos ,4.699999809265137,local,820000,220229,Automatic,Peugeot,607
585,2016,Lagos ,5.0,foreign,52815000,16479,Automatic,Lexus,LX 570
586,2007,Lagos ,4.900000095367432,foreign,2200000,203226,Automatic,Honda,Civic
587,2006,Lagos ,4.400000095367432,local,1625000,115294,Automatic,Nissan,Sentra
588,2013,Lagos ,4.900000095367432,foreign,7165000,82745,Automatic,Toyota,RAV 4
589,2013,Lagos ,4.900000095367432,foreign,4085000,132795,Automatic,Kia,Optima
590,2019,Lagos ,5.0,foreign,14315000,18506,Automatic,Honda,Accord
591,2004,Lagos ,4.599999904632568,foreign,2315000,190141,Automatic,BMW,745
592,2014,Lagos ,5.0,foreign,6065000,63429,Automatic,Toyota,Corolla
593,2015,Lagos ,4.900000095367432,foreign,11675000,53986,Automatic,Toyota,Highlander
594,2012,Lagos ,4.900000095367432,foreign,7715000,128521,Automatic,Mercedes-Benz,GLK 350
595,2008,Lagos,,foreign,2832500,53514,Automatic,Toyota,Corolla
