,Price,city,History,Millage,Ratings,Year,Make,Model,Transmission,Age
9899,,Lagos,foreign,,3.0,2012.0,Toyota,Highlander,Automatic,8.0
9900,,Lagos,foreign,,3.0,2009.0,Acura,MDX,Automatic,11.0
9901,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
9902,,Lagos,foreign,,3.0,2010.0,Ford,Edge,Automatic,10.0
9903,,Lagos,foreign,,3.0,2016.0,Infiniti,QX50,Automatic,4.0
9904,,Lagos,foreign,,3.0,2010.0,Toyota,Corolla,Automatic,10.0
9905,,Lagos,foreign,,3.0,2010.0,Honda,Accord,Automatic,10.0
9906,,Abuja,foreign,,3.0,2016.0,Toyota,Camry,Automatic,4.0
9907,,Lagos,foreign,,3.0,2016.0,Toyota,Corolla,Automatic,4.0
9908,,Lagos,foreign,,3.0,2009.0,Honda,Pilot,Automatic,11.0
9909,,Lagos,foreign,,3.0,2012.0,Toyota,Corolla,Automatic,8.0
9910,,Lagos,foreign,,3.0,2005.0,Toyota,Highlander,Automatic,15.0
9911,,Lagos,foreign,,3.0,2008.0,Acura,MDX,Automatic,12.0
9912,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
9913,,Lagos,foreign,,3.0,2013.0,Lexus,RX 350,Automatic,7.0
9914,,Lagos,foreign,,3.0,2000.0,Lexus,RX 300,Automatic,20.0
9915,,Lagos,foreign,,3.0,2016.0,Toyota,Avalon,Automatic,4.0
9916,,Lagos,foreign,,3.0,2001.0,Mercedes-Benz,ML 320,Automatic,19.0
9917,,Lagos,foreign,,3.0,2006.0,Toyota,Hiace,Automatic,14.0
9918,,Lagos,foreign,,3.0,2007.0,Toyota,Camry,Automatic,13.0
9919,,Lagos,foreign,,3.0,2008.0,Lexus,RX 350,Automatic,12.0
9920,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
9921,,Lagos,foreign,,3.0,2015.0,Toyota,Sequoia,Automatic,5.0
9922,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
9923,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,ML 350,Automatic,9.0
9924,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,ML 350,Automatic,7.0
9925,,Lagos,foreign,,3.0,2003.0,Mercedes-Benz,ML 500,Automatic,17.0
9926,,Lagos,foreign,,3.0,2006.0,Toyota,Matrix,Automatic,14.0
9927,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
9928,,Lagos,foreign,,3.0,2010.0,Toyota,RAV 4,Automatic,10.0
9929,,Lagos,foreign,,3.0,2008.0,Lexus,ES 300,Automatic,12.0
9930,,Lagos,foreign,,3.0,2015.0,Toyota,Camry,Automatic,5.0
9931,,Lagos,foreign,,3.0,2008.0,Toyota,4-Runner,Automatic,12.0
9932,,Lagos,foreign,,3.0,2009.0,Lexus,RX 350,Automatic,11.0
9933,,Lagos,foreign,,3.0,2012.0,Toyota,Venza,Automatic,8.0
9934,,Lagos,foreign,,3.0,2015.0,Lexus,GX 470,Automatic,5.0
9935,,Lagos,foreign,,3.0,2004.0,Nissan,Frontier,Automatic,16.0
9936,,Lagos,foreign,,3.0,2015.0,Toyota,Corolla,Automatic,5.0
9937,,Lagos,foreign,,3.0,2010.0,Toyota,RAV 4,Automatic,10.0
9938,,Lagos,foreign,,3.0,2015.0,Lexus,GX 460,Automatic,5.0
9939,,Lagos,foreign,,3.0,2017.0,Lexus,RX 350,Automatic,3.0
9940,,Lagos,foreign,,3.0,2006.0,Toyota,4-Runner,Automatic,14.0
9941,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,C 300,Automatic,7.0
9942,,Lagos,foreign,,3.0,2015.0,Toyota,Corolla,Automatic,5.0
9943,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
9944,,Lagos,foreign,,3.0,2006.0,Nissan,Pathfinder,Automatic,14.0
9945,,Lagos,foreign,,3.0,2010.0,Hyundai,Porter,Automatic,10.0
9946,,Lagos,foreign,,3.0,2007.0,Mercedes-Benz,ML 350,Automatic,13.0
9947,,Lagos,foreign,,3.0,2011.0,Toyota,Sienna,Automatic,9.0
9948,,Lagos,foreign,,3.0,2017.0,Toyota,RAV 4,Automatic,3.0
9949,,Lagos,foreign,,3.0,2009.0,Toyota,Corolla,Automatic,11.0
9950,,Lagos,foreign,,3.0,2011.0,Toyota,Camry,Automatic,9.0
9951,,Lagos,foreign,,3.0,2008.0,Toyota,4-Runner,Automatic,12.0
9952,,Lagos,foreign,,3.0,2014.0,Jeep,Wrangler,Automatic,6.0
9953,,Lagos,foreign,,3.0,2015.0,Mercedes-Benz,C 300,Automatic,5.0
9954,,Lagos,foreign,,3.0,2004.0,Mercedes-Benz,C 180,Automatic,16.0
9955,,Lagos,foreign,,3.0,2005.0,Toyota,Camry,Automatic,15.0
9956,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
9957,,Lagos,foreign,,3.0,2008.0,Toyota,Highlander,Automatic,12.0
9958,,Lagos,foreign,,3.0,2010.0,Toyota,Corolla,Automatic,10.0
9959,,Lagos,foreign,,3.0,2012.0,Toyota,Highlander,Automatic,8.0
9960,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
9961,,Lagos,foreign,,3.0,2017.0,Ford,F 150,Automatic,3.0
9962,,Lagos,foreign,,3.0,2000.0,Toyota,Corolla,Automatic,20.0
9963,,Lagos,foreign,,3.0,2006.0,Toyota,Camry,Automatic,14.0
9964,,Lagos,foreign,,3.0,2015.0,Honda,CR-V,Automatic,5.0
9965,,Lagos,foreign,,3.0,2006.0,Toyota,Corolla,Automatic,14.0
9966,,Lagos,foreign,,3.0,2005.0,Toyota,Matrix,Automatic,15.0
9967,,Lagos,foreign,,3.0,2019.0,Lexus,RX 350,Automatic,1.0
9968,,Lagos,foreign,,3.0,2013.0,Toyota,Camry,Automatic,7.0
9969,,Lagos,foreign,,3.0,2013.0,Hyundai,Sonata,Automatic,7.0
9970,,Lagos,foreign,,3.0,2012.0,Toyota,Camry,Automatic,8.0
9971,,Lagos,foreign,,3.0,2009.0,Toyota,FJ,Automatic,11.0
9972,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
9973,,Lagos,foreign,,3.0,2014.0,Toyota,Corolla,Automatic,6.0
9974,,Abuja,foreign,,3.0,2016.0,Kia,Cadenza,Automatic,4.0
9975,,Lagos,foreign,,3.0,2013.0,Toyota,Hilux,Automatic,7.0
9976,,Lagos,foreign,,3.0,2005.0,Lexus,RX 330,Automatic,15.0
9977,,Lagos,foreign,,3.0,2011.0,Toyota,RAV 4,Automatic,9.0
9978,,Lagos,foreign,,3.0,2011.0,Toyota,Venza,Automatic,9.0
9979,,Lagos,foreign,,3.0,2007.0,Toyota,4-Runner,Automatic,13.0
9980,,Lagos,foreign,,3.0,2009.0,Mercedes-Benz,ML 350,Automatic,11.0
9981,,Lagos,foreign,,3.0,2014.0,Ford,Edge,Automatic,6.0
9982,,Lagos,foreign,,3.0,2004.0,Toyota,Corolla,Automatic,16.0
9983,,Lagos,foreign,,3.0,2010.0,Toyota,Land Cruiser,Automatic,10.0
9984,,Lagos,foreign,,3.0,2005.0,Lexus,GX 470,Automatic,15.0
9985,,Lagos,foreign,,3.0,2006.0,Toyota,Sienna,Automatic,14.0
9986,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
9987,,Lagos,foreign,,3.0,2015.0,Ford,Explorer,Automatic,5.0
9988,,Lagos,foreign,,3.0,2013.0,Lexus,GX 470,Automatic,7.0
9989,,Lagos,foreign,,3.0,2006.0,Toyota,Sienna,Automatic,14.0
9990,,Lagos,foreign,,3.0,2007.0,Toyota,Camry,Automatic,13.0
9991,,Kaduna,foreign,,3.0,2016.0,Lexus,ES 350,Automatic,4.0
9992,,Lagos,foreign,,3.0,2012.0,Hyundai,Sonata,Automatic,8.0
9993,,Lagos,foreign,,3.0,2011.0,Acura,MDX,Automatic,9.0
9994,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
9995,,Lagos,foreign,,3.0,2010.0,Toyota,Camry,Automatic,10.0
9996,,Lagos,foreign,,3.0,2011.0,Toyota,RAV 4,Automatic,9.0
9997,,Lagos,foreign,,3.0,2006.0,Toyota,Highlander,Automatic,14.0
9998,,Lagos,foreign,,3.0,2014.0,Lexus,GX 460,Automatic,6.0
9999,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
10000,,Lagos,foreign,,3.0,2009.0,Pontiac,Vibe,Automatic,11.0
10001,,Lagos,foreign,,3.0,2009.0,Toyota,Corolla,Automatic,11.0
10002,,Lagos,foreign,,3.0,2013.0,Toyota,Highlander,Automatic,7.0
10003,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
10004,,Lagos,foreign,,3.0,2003.0,Mercedes-Benz,C 240,Automatic,17.0
10005,,Lagos,foreign,,3.0,2016.0,Lexus,LX 570,Automatic,4.0
10006,,Lagos,foreign,,3.0,2009.0,Toyota,Highlander,Automatic,11.0
10007,,Lagos,foreign,,3.0,2011.0,Lexus,GX 460,Automatic,9.0
10008,,Lagos,foreign,,3.0,2012.0,Toyota,Highlander,Automatic,8.0
10009,,Lagos,foreign,,3.0,2008.0,Acura,MDX,Automatic,12.0
10010,,Lagos,foreign,,3.0,2015.0,Toyota,Highlander,Automatic,5.0
10011,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
10012,,Lagos,foreign,,3.0,2013.0,Toyota,Camry,Automatic,7.0
10013,,Lagos,foreign,,3.0,2005.0,Lexus,RX 330,Automatic,15.0
10014,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
10016,,Lagos,foreign,,3.0,2007.0,Toyota,Avalon,Automatic,13.0
10017,,Lagos,foreign,,3.0,2013.0,Lexus,LX 470,Automatic,7.0
10018,,Lagos,foreign,,3.0,2009.0,Mercedes-Benz,ML 350,Automatic,11.0
10019,,Lagos,foreign,,3.0,2011.0,Lexus,RX 350,Automatic,9.0
10020,,Lagos,foreign,,3.0,2011.0,Toyota,Sienna,Automatic,9.0
10021,,Lagos,foreign,,3.0,2014.0,Jeep,Wrangler,Automatic,6.0
10022,,Lagos,foreign,,3.0,2007.0,Toyota,Sienna,Automatic,13.0
10023,,Lagos,foreign,,3.0,2009.0,Honda,Accord,Automatic,11.0
10024,,Lagos,foreign,,3.0,2017.0,Mercedes-Benz,E 300,Automatic,3.0
10025,,Lagos,foreign,,3.0,2013.0,Lexus,RX 350,Automatic,7.0
10026,,Lagos,foreign,,3.0,2003.0,Toyota,4-Runner,Automatic,17.0
10027,,Lagos,foreign,,3.0,2005.0,Lexus,RX 330,Automatic,15.0
10028,,Lagos,foreign,,3.0,2015.0,Toyota,RAV 4,Automatic,5.0
10029,,Lagos,foreign,,3.0,2010.0,Toyota,Camry,Automatic,10.0
10030,,Lagos,foreign,,3.0,2012.0,Toyota,Camry,Automatic,8.0
10031,,Lagos,foreign,,3.0,2004.0,Toyota,Camry,Automatic,16.0
10032,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
10033,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,GL 550,Automatic,6.0
10034,,Lagos,foreign,,3.0,2011.0,Toyota,Corolla,Automatic,9.0
10035,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,C 300,Automatic,8.0
10036,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,ML 350,Automatic,8.0
10037,,Lagos,foreign,,3.0,2007.0,Toyota,Highlander,Automatic,13.0
10038,,Lagos,foreign,,3.0,2004.0,Toyota,Highlander,Automatic,16.0
10039,,Lagos,foreign,,3.0,2006.0,Lexus,ES 330,Automatic,14.0
10040,,Lagos,foreign,,3.0,2009.0,Acura,MDX,Automatic,11.0
10041,,Lagos,foreign,,3.0,2012.0,Hyundai,ix35,Automatic,8.0
10042,,Lagos,foreign,,3.0,2014.0,Toyota,Camry,Automatic,6.0
10043,,Lagos,foreign,,3.0,2015.0,Mercedes-Benz,C 300,Automatic,5.0
10044,,Lagos,foreign,,3.0,2005.0,Toyota,Highlander,Automatic,15.0
10045,,Lagos,foreign,,3.0,2012.0,Toyota,Highlander,Automatic,8.0
10046,,Lagos,foreign,,3.0,2016.0,Honda,Accord,Automatic,4.0
10047,,Lagos,foreign,,3.0,2011.0,Acura,MDX,Automatic,9.0
10048,,Lagos,foreign,,3.0,2004.0,Toyota,Tacoma,Automatic,16.0
10049,,Lagos,foreign,,3.0,2010.0,Toyota,Camry,Automatic,10.0
10050,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
10051,,Lagos,foreign,,3.0,2005.0,Toyota,Camry,Automatic,15.0
10052,,Lagos,foreign,,3.0,2004.0,Toyota,Corolla,Automatic,16.0
10053,,Lagos,foreign,,3.0,2006.0,Acura,MDX,Automatic,14.0
10054,,Lagos,foreign,,3.0,2004.0,Lexus,ES 330,Automatic,16.0
10055,,Lagos,foreign,,3.0,2013.0,Toyota,Highlander,Automatic,7.0
10056,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,E 350,Automatic,6.0
10057,,Lagos,foreign,,3.0,2005.0,Toyota,Highlander,Automatic,15.0
10058,,Rivers,foreign,,3.0,2012.0,Hyundai,ix35,Automatic,8.0
10059,,Lagos,foreign,,3.0,2009.0,Mercedes-Benz,C 300,Automatic,11.0
10060,,Lagos,foreign,,3.0,2020.0,Toyota,Corolla,Automatic,0.0
10061,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
10062,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
10063,,Lagos,foreign,,3.0,2005.0,Mercedes-Benz,ML 350,Automatic,15.0
10064,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
10065,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,E 350,Automatic,6.0
10066,,Lagos,foreign,,3.0,2008.0,Honda,CR-V,Automatic,12.0
10067,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,ML 350,Automatic,8.0
10068,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,ML 350,Automatic,12.0
10069,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
10070,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
10071,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
10072,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
10073,,Lagos,foreign,,3.0,2004.0,Toyota,Corolla,Automatic,16.0
10074,,Lagos,foreign,,3.0,2014.0,Toyota,RAV 4,Automatic,6.0
10075,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,ML 350,Automatic,12.0
10076,,Lagos,foreign,,3.0,2013.0,Toyota,Highlander,Automatic,7.0
10077,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
10078,,Lagos,foreign,,3.0,2016.0,Toyota,RAV 4,Automatic,4.0
10080,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
10081,,Lagos,foreign,,3.0,2009.0,Hyundai,Veracruz,Automatic,11.0
10082,,Lagos,foreign,,3.0,2013.0,Toyota,Highlander,Automatic,7.0
10083,,Lagos,foreign,,3.0,2012.0,Land,Rover Range Rover Sport,Automatic,8.0
10084,,Lagos,foreign,,3.0,2013.0,Toyota,Camry,Automatic,7.0
10085,,Lagos,foreign,,3.0,2005.0,Toyota,Tacoma,Automatic,15.0
10086,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,ML 350,Automatic,12.0
10087,,Lagos,foreign,,3.0,2017.0,Mercedes-Benz,GLE 350,Automatic,3.0
10088,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
10089,,Lagos,foreign,,3.0,2004.0,Toyota,4-Runner,Automatic,16.0
10090,,Lagos,foreign,,3.0,2013.0,Hyundai,Sonata,Automatic,7.0
10091,,Lagos,foreign,,3.0,2015.0,Lexus,RX 350,Automatic,5.0
10092,,Lagos,foreign,,3.0,2016.0,Acura,MDX,Automatic,4.0
10093,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
10094,,Lagos,foreign,,3.0,2009.0,Pontiac,Vibe,Automatic,11.0
10095,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,GL 550,Automatic,6.0
10096,,Lagos,foreign,,3.0,2010.0,Toyota,RAV 4,Automatic,10.0
10097,,Lagos,foreign,,3.0,2012.0,Toyota,Hilux,Automatic,8.0
10098,,Abuja,foreign,,3.0,2015.0,Jaguar,XF,Automatic,5.0
10099,,Lagos,foreign,,3.0,2005.0,Toyota,Highlander,Automatic,15.0
10100,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,ML 350,Automatic,12.0
10101,,Lagos,foreign,,3.0,2005.0,Toyota,Sienna,Automatic,15.0
10102,,Lagos,foreign,,3.0,2013.0,Toyota,Camry,Automatic,7.0
10103,,Lagos,foreign,,3.0,2005.0,Mercedes-Benz,ML 350,Automatic,15.0
10104,,Lagos,foreign,,3.0,2009.0,Mercedes-Benz,ML 350,Automatic,11.0
10105,,Lagos,foreign,,3.0,2003.0,Toyota,Sienna,Automatic,17.0
10106,,Lagos,foreign,,3.0,2006.0,Toyota,Highlander,Automatic,14.0
10107,,Lagos,foreign,,3.0,2010.0,Toyota,Camry,Automatic,10.0
10108,,Lagos,foreign,,3.0,2005.0,Toyota,Camry,Automatic,15.0
10109,,Lagos,foreign,,3.0,2012.0,Toyota,Tundra,Automatic,8.0
10110,,Lagos,foreign,,3.0,2006.0,Toyota,Corolla,Automatic,14.0
10111,,Lagos,foreign,,3.0,2015.0,Toyota,Highlander,Automatic,5.0
10112,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
10113,,Lagos,foreign,,3.0,2005.0,Lexus,ES 330,Automatic,15.0
10114,,Lagos,foreign,,3.0,2006.0,Lexus,RX 330,Automatic,14.0
10115,,Lagos,foreign,,3.0,2006.0,Toyota,Highlander,Automatic,14.0
10116,,Lagos,foreign,,3.0,2017.0,Lexus,RX 350,Automatic,3.0
10117,,Lagos,foreign,,3.0,2005.0,Lexus,GX 470,Automatic,15.0
10118,,Lagos,foreign,,3.0,2004.0,Lexus,RX 330,Automatic,16.0
10119,,Lagos,foreign,,3.0,2001.0,Toyota,Corolla,Automatic,19.0
10120,,Lagos,foreign,,3.0,2007.0,Toyota,Sienna,Automatic,13.0
10121,,Lagos,foreign,,3.0,2005.0,MINI,Cooper,Automatic,15.0
10122,,Lagos,foreign,,3.0,2007.0,Toyota,Yaris,Automatic,13.0
10123,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,ML 350,Automatic,9.0
10124,,Lagos,foreign,,3.0,2013.0,Toyota,Hiace,Automatic,7.0
10125,,Lagos,foreign,,3.0,2015.0,Mercedes-Benz,C 300,Automatic,5.0
10126,,Lagos,foreign,,3.0,2015.0,Mercedes-Benz,C 300,Automatic,5.0
10127,,Lagos,foreign,,3.0,2008.0,Lexus,GX 470,Automatic,12.0
10128,,Lagos,foreign,,3.0,2017.0,Mercedes-Benz,GLE 350,Automatic,3.0
10129,,Lagos,foreign,,3.0,2006.0,Toyota,Highlander,Automatic,14.0
10130,,Lagos,foreign,,3.0,2010.0,Toyota,RAV 4,Automatic,10.0
10131,,Lagos,foreign,,3.0,2016.0,Mercedes-Benz,GLE 450,Automatic,4.0
10132,,Lagos,foreign,,3.0,2008.0,Lexus,GX 470,Automatic,12.0
10133,,Lagos,foreign,,3.0,2008.0,Nissan,Rogue,Automatic,12.0
10134,,Lagos,foreign,,3.0,2012.0,Toyota,Highlander,Automatic,8.0
10135,,Lagos,foreign,,3.0,2008.0,Honda,Accord,Automatic,12.0
10136,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,ML 350,Automatic,7.0
10137,,Lagos,foreign,,3.0,2010.0,Acura,MDX,Automatic,10.0
10138,,Lagos,foreign,,3.0,2006.0,Toyota,Corolla,Automatic,14.0
10139,,Lagos,foreign,,3.0,2001.0,Honda,CR-V,Automatic,19.0
10140,,Lagos,foreign,,3.0,2004.0,Toyota,Corolla,Automatic,16.0
10141,,Lagos,foreign,,3.0,2014.0,Toyota,Camry,Automatic,6.0
10142,,Lagos,foreign,,3.0,2005.0,Toyota,Corolla,Automatic,15.0
10143,,Lagos,foreign,,3.0,2016.0,Mercedes-Benz,C 63 AMG,Automatic,4.0
10144,,Lagos,foreign,,3.0,2005.0,Toyota,Camry,Automatic,15.0
10145,,Lagos,foreign,,3.0,2017.0,Toyota,Highlander,Automatic,3.0
10146,,Lagos,foreign,,3.0,2015.0,Toyota,Camry,Automatic,5.0
10147,,Lagos,foreign,,3.0,2008.0,Acura,MDX,Automatic,12.0
10148,,Lagos,foreign,,3.0,2015.0,Mercedes-Benz,C 300,Automatic,5.0
10149,,Lagos,foreign,,3.0,2015.0,Toyota,Land Cruiser,Automatic,5.0
10150,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,ML 350,Automatic,7.0
10151,,Lagos,foreign,,3.0,2005.0,Toyota,Highlander,Automatic,15.0
10152,,Lagos,foreign,,3.0,2005.0,Toyota,Sienna,Automatic,15.0
10153,,Lagos,foreign,,3.0,2008.0,Toyota,Highlander,Automatic,12.0
10154,,Lagos,foreign,,3.0,2006.0,Acura,MDX,Automatic,14.0
10155,,Lagos,foreign,,3.0,2005.0,Toyota,4-Runner,Automatic,15.0
10156,,Lagos,foreign,,3.0,2003.0,Lexus,RX 300,Automatic,17.0
10157,,Lagos,foreign,,3.0,2013.0,Toyota,Hiace,Automatic,7.0
10158,,Lagos,foreign,,3.0,2010.0,Toyota,Camry,Automatic,10.0
10159,,Lagos,foreign,,3.0,2012.0,Toyota,RAV 4,Automatic,8.0
10160,,Lagos,foreign,,3.0,2016.0,Mercedes-Benz,GLE 450,Automatic,4.0
10161,,Lagos,foreign,,3.0,2012.0,Toyota,4-Runner,Automatic,8.0
10162,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
10163,,Lagos,foreign,,3.0,2002.0,Toyota,Sienna,Automatic,18.0
10164,,Lagos,foreign,,3.0,2011.0,Land,Rover Range Rover Sport,Automatic,9.0
10165,,Lagos,foreign,,3.0,2014.0,Toyota,RAV 4,Automatic,6.0
10166,,Lagos,foreign,,3.0,2012.0,Lexus,GX 460,Automatic,8.0
10167,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
10168,,Lagos,foreign,,3.0,2004.0,Toyota,Land Cruiser,Automatic,16.0
10169,,Lagos,foreign,,3.0,2015.0,Toyota,Camry,Automatic,5.0
10170,,Abuja,foreign,,3.0,2004.0,Honda,Odyssey,Automatic,16.0
10171,,Lagos,foreign,,3.0,1999.0,Lexus,RX 300,Automatic,21.0
10172,,Lagos,foreign,,3.0,2010.0,BMW,X6,Automatic,10.0
10173,,Lagos,foreign,,3.0,2008.0,Toyota,Tacoma,Automatic,12.0
10174,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
10175,,Lagos,foreign,,3.0,2008.0,Toyota,Sequoia,Automatic,12.0
10176,,Lagos,foreign,,3.0,2015.0,Lexus,GX 460,Automatic,5.0
10177,,Lagos,foreign,,3.0,2005.0,Toyota,Highlander,Automatic,15.0
10178,,Lagos,foreign,,3.0,2017.0,Toyota,Corolla,Automatic,3.0
10179,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
10180,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,E 350,Automatic,9.0
10181,,Lagos,foreign,,3.0,2010.0,Toyota,Tundra,Automatic,10.0
10182,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,GLK 350,Automatic,6.0
10183,,Lagos,foreign,,3.0,2011.0,Rolls-Royce,Ghost,Automatic,9.0
10184,,Lagos,foreign,,3.0,2015.0,Infiniti,M35,Automatic,5.0
10185,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
10186,,Lagos,foreign,,3.0,2004.0,Toyota,Corolla,Automatic,16.0
10187,,Lagos,foreign,,3.0,2014.0,Toyota,Avalon,Automatic,6.0
10188,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,GLK 350,Automatic,9.0
10189,,Ibadan,foreign,,3.0,2017.0,Toyota,Corolla,Automatic,3.0
10190,,Ibadan,foreign,,3.0,2006.0,Toyota,Highlander,Automatic,14.0
10191,,Lagos,foreign,,3.0,2011.0,Ford,Edge,Automatic,9.0
10192,,Lagos,foreign,,3.0,2003.0,Lexus,RX 300,Automatic,17.0
10193,,Lagos,foreign,,3.0,2009.0,Toyota,Venza,Automatic,11.0
10194,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
10195,,Lagos,foreign,,3.0,2005.0,Lexus,ES 330,Automatic,15.0
10196,,Lagos,foreign,,3.0,2010.0,Pontiac,Vibe,Automatic,10.0
10197,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
10198,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,GLK 350,Automatic,6.0
10199,,Lagos,foreign,,3.0,2013.0,Toyota,Corolla,Automatic,7.0
10200,,Lagos,foreign,,3.0,2013.0,Toyota,Sienna,Automatic,7.0
10201,,Lagos,foreign,,3.0,2007.0,Toyota,Sienna,Automatic,13.0
10202,,Lagos,foreign,,3.0,2004.0,Toyota,Matrix,Automatic,16.0
10203,,Lagos,foreign,,3.0,2003.0,Acura,MDX,Automatic,17.0
10204,,Lagos,foreign,,3.0,2011.0,Toyota,Venza,Automatic,9.0
10205,,Lagos,foreign,,3.0,2015.0,Toyota,Tacoma,Automatic,5.0
10206,,Lagos,foreign,,3.0,2010.0,Toyota,Corolla,Automatic,10.0
10207,,Lagos,foreign,,3.0,2006.0,Toyota,Matrix,Automatic,14.0
10208,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
10209,,Lagos,foreign,,3.0,2006.0,Toyota,Corolla,Automatic,14.0
10210,,Lagos,foreign,,3.0,2013.0,Toyota,Highlander,Automatic,7.0
10211,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
10212,,Lagos,foreign,,3.0,2012.0,Lexus,GX 460,Automatic,8.0
10213,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,E 550,Automatic,7.0
10214,,Lagos,foreign,,3.0,2009.0,Mercedes-Benz,C 230,Automatic,11.0
10215,,Lagos,foreign,,3.0,2019.0,Toyota,Camry,Automatic,1.0
10216,,Lagos,foreign,,3.0,2012.0,Toyota,Camry,Automatic,8.0
10217,,Lagos,foreign,,3.0,2006.0,Lexus,ES 330,Automatic,14.0
10218,,Lagos,foreign,,3.0,2010.0,Toyota,RAV 4,Automatic,10.0
10219,,Lagos,foreign,,3.0,2017.0,Honda,Accord,Automatic,3.0
10220,,Lagos,foreign,,3.0,2007.0,Mercedes-Benz,E 350,Automatic,13.0
10221,,Lagos,foreign,,3.0,2008.0,Lexus,ES 300,Automatic,12.0
10222,,Lagos,foreign,,3.0,2006.0,Lexus,RX 330,Automatic,14.0
10223,,Lagos,foreign,,3.0,2017.0,Lexus,GX 460,Automatic,3.0
10224,,Lagos,foreign,,3.0,2014.0,Toyota,Hiace,Automatic,6.0
10225,,Lagos,foreign,,3.0,2008.0,Toyota,Avalon,Automatic,12.0
10226,,Lagos,foreign,,3.0,2017.0,Toyota,Land Cruiser,Automatic,3.0
10227,,Lagos,foreign,,3.0,2003.0,Toyota,Sienna,Automatic,17.0
